path,structuremode,solvent,charge,tautomer,conformer,name
flexisol/gas/water/4-4ftoh_chrg0_t0_c35,gas,water,0,0,35,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c36,gas,water,0,0,36,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c37,gas,water,0,0,37,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c38,gas,water,0,0,38,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c39,gas,water,0,0,39,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c4,gas,water,0,0,4,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c40,gas,water,0,0,40,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c41,gas,water,0,0,41,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c42,gas,water,0,0,42,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c43,gas,water,0,0,43,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c44,gas,water,0,0,44,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c45,gas,water,0,0,45,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c46,gas,water,0,0,46,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c47,gas,water,0,0,47,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c5,gas,water,0,0,5,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c6,gas,water,0,0,6,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c7,gas,water,0,0,7,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c8,gas,water,0,0,8,4-4ftoh
flexisol/gas/water/4-4ftoh_chrg0_t0_c9,gas,water,0,0,9,4-4ftoh
flexisol/gas/water/4-cumylphenyl-diphenyl-phosphate_chrg0_t0_c0,gas,water,0,0,0,4-cumylphenyl-diphenyl-phosphate
flexisol/gas/water/4-cumylphenyl-diphenyl-phosphate_chrg0_t0_c1,gas,water,0,0,1,4-cumylphenyl-diphenyl-phosphate
flexisol/gas/water/4-cumylphenyl-diphenyl-phosphate_chrg0_t0_c2,gas,water,0,0,2,4-cumylphenyl-diphenyl-phosphate
flexisol/gas/water/4-cumylphenyl-diphenyl-phosphate_chrg0_t0_c3,gas,water,0,0,3,4-cumylphenyl-diphenyl-phosphate
flexisol/gas/water/4-cumylphenyl-diphenyl-phosphate_chrg0_t0_c4,gas,water,0,0,4,4-cumylphenyl-diphenyl-phosphate
flexisol/gas/water/4-ethenylcyclohexene_chrg0_t0_c0,gas,water,0,0,0,4-ethenylcyclohexene
flexisol/gas/water/4-ethenylcyclohexene_chrg0_t0_c1,gas,water,0,0,1,4-ethenylcyclohexene
flexisol/gas/water/4-ethenylcyclohexene_chrg0_t0_c2,gas,water,0,0,2,4-ethenylcyclohexene
flexisol/gas/water/4-ethenylcyclohexene_chrg0_t0_c3,gas,water,0,0,3,4-ethenylcyclohexene
flexisol/gas/water/4-ethenylcyclohexene_chrg0_t0_c4,gas,water,0,0,4,4-ethenylcyclohexene
flexisol/gas/water/4-ethenylcyclohexene_chrg0_t0_c5,gas,water,0,0,5,4-ethenylcyclohexene
flexisol/gas/water/4-hydroxy-4-nitroazobenzene_chrg0_t0_c0,gas,water,0,0,0,4-hydroxy-4-nitroazobenzene
flexisol/gas/water/4-nitroanisole_chrg0_t0_c0,gas,water,0,0,0,4-nitroanisole
flexisol/gas/water/4-nitroanisole_chrg0_t0_c1,gas,water,0,0,1,4-nitroanisole
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c0,gas,water,0,0,0,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c1,gas,water,0,0,1,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c10,gas,water,0,0,10,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c11,gas,water,0,0,11,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c12,gas,water,0,0,12,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c13,gas,water,0,0,13,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c14,gas,water,0,0,14,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c15,gas,water,0,0,15,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c16,gas,water,0,0,16,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c17,gas,water,0,0,17,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c18,gas,water,0,0,18,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c19,gas,water,0,0,19,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c2,gas,water,0,0,2,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c20,gas,water,0,0,20,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c21,gas,water,0,0,21,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c22,gas,water,0,0,22,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c23,gas,water,0,0,23,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c24,gas,water,0,0,24,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c25,gas,water,0,0,25,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c26,gas,water,0,0,26,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c3,gas,water,0,0,3,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c4,gas,water,0,0,4,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c5,gas,water,0,0,5,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c6,gas,water,0,0,6,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c7,gas,water,0,0,7,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c8,gas,water,0,0,8,4-tert-butylphenyldiphenylphosphate
flexisol/gas/water/4-tert-butylphenyldiphenylphosphate_chrg0_t0_c9,gas,water,0,0,9,4-tert-butylphenyldiphenylphosphate
"flexisol/gas/water/4,4-ddd_chrg0_t0_c0",gas,water,0,0,0,"4,4-ddd"
"flexisol/gas/water/4,4-ddd_chrg0_t0_c1",gas,water,0,0,1,"4,4-ddd"
"flexisol/gas/water/4,4-ddd_chrg0_t0_c2",gas,water,0,0,2,"4,4-ddd"
"flexisol/gas/water/4,4-dde_chrg0_t0_c0",gas,water,0,0,0,"4,4-dde"
flexisol/gas/water/5-2sftoh_chrg0_t0_c0,gas,water,0,0,0,5-2sftoh
flexisol/gas/water/5-2sftoh_chrg0_t0_c1,gas,water,0,0,1,5-2sftoh
flexisol/gas/water/5-2sftoh_chrg0_t0_c10,gas,water,0,0,10,5-2sftoh
flexisol/gas/water/5-2sftoh_chrg0_t0_c2,gas,water,0,0,2,5-2sftoh
flexisol/gas/water/5-2sftoh_chrg0_t0_c3,gas,water,0,0,3,5-2sftoh
flexisol/gas/water/5-2sftoh_chrg0_t0_c4,gas,water,0,0,4,5-2sftoh
flexisol/gas/water/5-2sftoh_chrg0_t0_c5,gas,water,0,0,5,5-2sftoh
flexisol/gas/water/5-2sftoh_chrg0_t0_c6,gas,water,0,0,6,5-2sftoh
flexisol/gas/water/5-2sftoh_chrg0_t0_c7,gas,water,0,0,7,5-2sftoh
flexisol/gas/water/5-2sftoh_chrg0_t0_c8,gas,water,0,0,8,5-2sftoh
flexisol/gas/water/5-2sftoh_chrg0_t0_c9,gas,water,0,0,9,5-2sftoh
"flexisol/gas/water/5,9,11-trihydroxyprosta-6e,14z-dien-1-oate_chrg0_t0_c0",gas,water,0,0,0,"5,9,11-trihydroxyprosta-6e,14z-dien-1-oate"
"flexisol/gas/water/5,9,11-trihydroxyprosta-6e,14z-dien-1-oate_chrg0_t0_c1",gas,water,0,0,1,"5,9,11-trihydroxyprosta-6e,14z-dien-1-oate"
"flexisol/gas/water/5,9,11-trihydroxyprosta-6e,14z-dien-1-oate_chrg0_t0_c10",gas,water,0,0,10,"5,9,11-trihydroxyprosta-6e,14z-dien-1-oate"
"flexisol/gas/water/5,9,11-trihydroxyprosta-6e,14z-dien-1-oate_chrg0_t0_c11",gas,water,0,0,11,"5,9,11-trihydroxyprosta-6e,14z-dien-1-oate"
"flexisol/gas/water/5,9,11-trihydroxyprosta-6e,14z-dien-1-oate_chrg0_t0_c12",gas,water,0,0,12,"5,9,11-trihydroxyprosta-6e,14z-dien-1-oate"
"flexisol/gas/water/5,9,11-trihydroxyprosta-6e,14z-dien-1-oate_chrg0_t0_c13",gas,water,0,0,13,"5,9,11-trihydroxyprosta-6e,14z-dien-1-oate"
"flexisol/gas/water/5,9,11-trihydroxyprosta-6e,14z-dien-1-oate_chrg0_t0_c2",gas,water,0,0,2,"5,9,11-trihydroxyprosta-6e,14z-dien-1-oate"
"flexisol/gas/water/5,9,11-trihydroxyprosta-6e,14z-dien-1-oate_chrg0_t0_c3",gas,water,0,0,3,"5,9,11-trihydroxyprosta-6e,14z-dien-1-oate"
"flexisol/gas/water/5,9,11-trihydroxyprosta-6e,14z-dien-1-oate_chrg0_t0_c4",gas,water,0,0,4,"5,9,11-trihydroxyprosta-6e,14z-dien-1-oate"
"flexisol/gas/water/5,9,11-trihydroxyprosta-6e,14z-dien-1-oate_chrg0_t0_c5",gas,water,0,0,5,"5,9,11-trihydroxyprosta-6e,14z-dien-1-oate"
"flexisol/gas/water/5,9,11-trihydroxyprosta-6e,14z-dien-1-oate_chrg0_t0_c6",gas,water,0,0,6,"5,9,11-trihydroxyprosta-6e,14z-dien-1-oate"
"flexisol/gas/water/5,9,11-trihydroxyprosta-6e,14z-dien-1-oate_chrg0_t0_c7",gas,water,0,0,7,"5,9,11-trihydroxyprosta-6e,14z-dien-1-oate"
"flexisol/gas/water/5,9,11-trihydroxyprosta-6e,14z-dien-1-oate_chrg0_t0_c8",gas,water,0,0,8,"5,9,11-trihydroxyprosta-6e,14z-dien-1-oate"
"flexisol/gas/water/5,9,11-trihydroxyprosta-6e,14z-dien-1-oate_chrg0_t0_c9",gas,water,0,0,9,"5,9,11-trihydroxyprosta-6e,14z-dien-1-oate"
flexisol/gas/water/6-1fti_chrg0_t0_c0,gas,water,0,0,0,6-1fti
flexisol/gas/water/6-1fti-7h_chrg0_t0_c0,gas,water,0,0,0,6-1fti-7h
flexisol/gas/water/6-1fti-7h_chrg0_t0_c1,gas,water,0,0,1,6-1fti-7h
flexisol/gas/water/6-1fti-7h_chrg0_t0_c2,gas,water,0,0,2,6-1fti-7h
flexisol/gas/water/6-1fti-7h_chrg0_t0_c3,gas,water,0,0,3,6-1fti-7h
flexisol/gas/water/6-1fti-7h_chrg0_t0_c4,gas,water,0,0,4,6-1fti-7h
flexisol/gas/water/6-1fti-7h_chrg0_t0_c5,gas,water,0,0,5,6-1fti-7h
flexisol/gas/water/6-1fti-7h_chrg0_t0_c6,gas,water,0,0,6,6-1fti-7h
flexisol/gas/water/6-1fti-7h_chrg0_t0_c7,gas,water,0,0,7,6-1fti-7h
flexisol/gas/water/6-1fti-7h_chrg0_t0_c8,gas,water,0,0,8,6-1fti-7h
flexisol/gas/water/6-2-ftoh_chrg0_t0_c0,gas,water,0,0,0,6-2-ftoh
flexisol/gas/water/6-2-ftoh_chrg0_t0_c1,gas,water,0,0,1,6-2-ftoh
flexisol/gas/water/6-2-ftoh_chrg0_t0_c10,gas,water,0,0,10,6-2-ftoh
flexisol/gas/water/6-2-ftoh_chrg0_t0_c11,gas,water,0,0,11,6-2-ftoh
flexisol/gas/water/6-2-ftoh_chrg0_t0_c12,gas,water,0,0,12,6-2-ftoh
flexisol/gas/water/6-2-ftoh_chrg0_t0_c13,gas,water,0,0,13,6-2-ftoh
flexisol/gas/water/6-2-ftoh_chrg0_t0_c14,gas,water,0,0,14,6-2-ftoh
flexisol/gas/water/6-2-ftoh_chrg0_t0_c2,gas,water,0,0,2,6-2-ftoh
flexisol/gas/water/6-2-ftoh_chrg0_t0_c3,gas,water,0,0,3,6-2-ftoh
flexisol/gas/water/6-2-ftoh_chrg0_t0_c4,gas,water,0,0,4,6-2-ftoh
flexisol/gas/water/6-2-ftoh_chrg0_t0_c5,gas,water,0,0,5,6-2-ftoh
flexisol/gas/water/6-2-ftoh_chrg0_t0_c6,gas,water,0,0,6,6-2-ftoh
flexisol/gas/water/6-2-ftoh_chrg0_t0_c7,gas,water,0,0,7,6-2-ftoh
flexisol/gas/water/6-2-ftoh_chrg0_t0_c8,gas,water,0,0,8,6-2-ftoh
flexisol/gas/water/6-2-ftoh_chrg0_t0_c9,gas,water,0,0,9,6-2-ftoh
flexisol/gas/water/6-2fta_chrg0_t0_c0,gas,water,0,0,0,6-2fta
flexisol/gas/water/6-2fta_chrg0_t0_c1,gas,water,0,0,1,6-2fta
flexisol/gas/water/6-2fta_chrg0_t0_c10,gas,water,0,0,10,6-2fta
flexisol/gas/water/6-2fta_chrg0_t0_c2,gas,water,0,0,2,6-2fta
flexisol/gas/water/6-2fta_chrg0_t0_c3,gas,water,0,0,3,6-2fta
flexisol/gas/water/6-2fta_chrg0_t0_c4,gas,water,0,0,4,6-2fta
flexisol/gas/water/6-2fta_chrg0_t0_c5,gas,water,0,0,5,6-2fta
flexisol/gas/water/6-2fta_chrg0_t0_c6,gas,water,0,0,6,6-2fta
flexisol/gas/water/6-2fta_chrg0_t0_c7,gas,water,0,0,7,6-2fta
flexisol/gas/water/6-2fta_chrg0_t0_c8,gas,water,0,0,8,6-2fta
flexisol/gas/water/6-2fta_chrg0_t0_c9,gas,water,0,0,9,6-2fta
flexisol/gas/water/6-2ftoh_chrg0_t0_c0,gas,water,0,0,0,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c1,gas,water,0,0,1,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c10,gas,water,0,0,10,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c11,gas,water,0,0,11,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c12,gas,water,0,0,12,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c13,gas,water,0,0,13,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c14,gas,water,0,0,14,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c15,gas,water,0,0,15,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c16,gas,water,0,0,16,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c17,gas,water,0,0,17,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c18,gas,water,0,0,18,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c19,gas,water,0,0,19,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c2,gas,water,0,0,2,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c20,gas,water,0,0,20,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c21,gas,water,0,0,21,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c22,gas,water,0,0,22,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c23,gas,water,0,0,23,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c24,gas,water,0,0,24,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c3,gas,water,0,0,3,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c4,gas,water,0,0,4,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c5,gas,water,0,0,5,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c6,gas,water,0,0,6,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c7,gas,water,0,0,7,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c8,gas,water,0,0,8,6-2ftoh
flexisol/gas/water/6-2ftoh_chrg0_t0_c9,gas,water,0,0,9,6-2ftoh
flexisol/gas/water/6-phenylundecane_chrg0_t0_c0,gas,water,0,0,0,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c1,gas,water,0,0,1,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c10,gas,water,0,0,10,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c11,gas,water,0,0,11,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c12,gas,water,0,0,12,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c13,gas,water,0,0,13,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c14,gas,water,0,0,14,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c15,gas,water,0,0,15,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c16,gas,water,0,0,16,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c17,gas,water,0,0,17,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c18,gas,water,0,0,18,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c19,gas,water,0,0,19,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c2,gas,water,0,0,2,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c20,gas,water,0,0,20,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c21,gas,water,0,0,21,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c22,gas,water,0,0,22,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c23,gas,water,0,0,23,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c24,gas,water,0,0,24,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c25,gas,water,0,0,25,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c26,gas,water,0,0,26,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c27,gas,water,0,0,27,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c28,gas,water,0,0,28,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c29,gas,water,0,0,29,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c3,gas,water,0,0,3,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c30,gas,water,0,0,30,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c31,gas,water,0,0,31,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c32,gas,water,0,0,32,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c33,gas,water,0,0,33,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c34,gas,water,0,0,34,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c35,gas,water,0,0,35,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c36,gas,water,0,0,36,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c37,gas,water,0,0,37,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c38,gas,water,0,0,38,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c39,gas,water,0,0,39,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c4,gas,water,0,0,4,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c40,gas,water,0,0,40,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c41,gas,water,0,0,41,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c42,gas,water,0,0,42,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c43,gas,water,0,0,43,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c44,gas,water,0,0,44,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c45,gas,water,0,0,45,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c46,gas,water,0,0,46,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c47,gas,water,0,0,47,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c48,gas,water,0,0,48,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c49,gas,water,0,0,49,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c5,gas,water,0,0,5,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c50,gas,water,0,0,50,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c51,gas,water,0,0,51,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c6,gas,water,0,0,6,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c7,gas,water,0,0,7,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c8,gas,water,0,0,8,6-phenylundecane
flexisol/gas/water/6-phenylundecane_chrg0_t0_c9,gas,water,0,0,9,6-phenylundecane
flexisol/gas/water/7-1ftoh_chrg0_t0_c0,gas,water,0,0,0,7-1ftoh
flexisol/gas/water/7-1ftoh_chrg0_t0_c1,gas,water,0,0,1,7-1ftoh
flexisol/gas/water/7-1ftoh_chrg0_t0_c2,gas,water,0,0,2,7-1ftoh
flexisol/gas/water/7-1ftoh_chrg0_t0_c3,gas,water,0,0,3,7-1ftoh
flexisol/gas/water/7-1ftoh_chrg0_t0_c4,gas,water,0,0,4,7-1ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c0,gas,water,0,0,0,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c1,gas,water,0,0,1,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c10,gas,water,0,0,10,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c11,gas,water,0,0,11,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c12,gas,water,0,0,12,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c13,gas,water,0,0,13,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c14,gas,water,0,0,14,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c15,gas,water,0,0,15,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c16,gas,water,0,0,16,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c17,gas,water,0,0,17,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c18,gas,water,0,0,18,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c2,gas,water,0,0,2,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c3,gas,water,0,0,3,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c4,gas,water,0,0,4,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c5,gas,water,0,0,5,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c6,gas,water,0,0,6,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c7,gas,water,0,0,7,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c8,gas,water,0,0,8,8-2ftoh
flexisol/gas/water/8-2ftoh_chrg0_t0_c9,gas,water,0,0,9,8-2ftoh
flexisol/gas/water/abate_chrg0_t0_c0,gas,water,0,0,0,abate
flexisol/gas/water/abate_chrg0_t0_c1,gas,water,0,0,1,abate
flexisol/gas/water/abate_chrg0_t0_c10,gas,water,0,0,10,abate
flexisol/gas/water/abate_chrg0_t0_c11,gas,water,0,0,11,abate
flexisol/gas/water/abate_chrg0_t0_c12,gas,water,0,0,12,abate
flexisol/gas/water/abate_chrg0_t0_c13,gas,water,0,0,13,abate
flexisol/gas/water/abate_chrg0_t0_c14,gas,water,0,0,14,abate
flexisol/gas/water/abate_chrg0_t0_c15,gas,water,0,0,15,abate
flexisol/gas/water/abate_chrg0_t0_c16,gas,water,0,0,16,abate
flexisol/gas/water/abate_chrg0_t0_c17,gas,water,0,0,17,abate
flexisol/gas/water/abate_chrg0_t0_c18,gas,water,0,0,18,abate
flexisol/gas/water/abate_chrg0_t0_c19,gas,water,0,0,19,abate
flexisol/gas/water/abate_chrg0_t0_c2,gas,water,0,0,2,abate
flexisol/gas/water/abate_chrg0_t0_c20,gas,water,0,0,20,abate
flexisol/gas/water/abate_chrg0_t0_c21,gas,water,0,0,21,abate
flexisol/gas/water/abate_chrg0_t0_c22,gas,water,0,0,22,abate
flexisol/gas/water/abate_chrg0_t0_c23,gas,water,0,0,23,abate
flexisol/gas/water/abate_chrg0_t0_c24,gas,water,0,0,24,abate
flexisol/gas/water/abate_chrg0_t0_c25,gas,water,0,0,25,abate
flexisol/gas/water/abate_chrg0_t0_c26,gas,water,0,0,26,abate
flexisol/gas/water/abate_chrg0_t0_c27,gas,water,0,0,27,abate
flexisol/gas/water/abate_chrg0_t0_c28,gas,water,0,0,28,abate
flexisol/gas/water/abate_chrg0_t0_c29,gas,water,0,0,29,abate
flexisol/gas/water/abate_chrg0_t0_c3,gas,water,0,0,3,abate
flexisol/gas/water/abate_chrg0_t0_c30,gas,water,0,0,30,abate
flexisol/gas/water/abate_chrg0_t0_c31,gas,water,0,0,31,abate
flexisol/gas/water/abate_chrg0_t0_c32,gas,water,0,0,32,abate
flexisol/gas/water/abate_chrg0_t0_c33,gas,water,0,0,33,abate
flexisol/gas/water/abate_chrg0_t0_c34,gas,water,0,0,34,abate
flexisol/gas/water/abate_chrg0_t0_c35,gas,water,0,0,35,abate
flexisol/gas/water/abate_chrg0_t0_c36,gas,water,0,0,36,abate
flexisol/gas/water/abate_chrg0_t0_c37,gas,water,0,0,37,abate
flexisol/gas/water/abate_chrg0_t0_c38,gas,water,0,0,38,abate
flexisol/gas/water/abate_chrg0_t0_c39,gas,water,0,0,39,abate
flexisol/gas/water/abate_chrg0_t0_c4,gas,water,0,0,4,abate
flexisol/gas/water/abate_chrg0_t0_c40,gas,water,0,0,40,abate
flexisol/gas/water/abate_chrg0_t0_c41,gas,water,0,0,41,abate
flexisol/gas/water/abate_chrg0_t0_c42,gas,water,0,0,42,abate
flexisol/gas/water/abate_chrg0_t0_c43,gas,water,0,0,43,abate
