FlexiSol Name,IUPAC Name,Solvent,SMILES,Value (\kcalpmole),Ref.
perylene,perylene,octanol,C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2  ,-15.965,10.1021/acs.est.2c06170
phenazopyridine,"3-phenyldiazenylpyridine-2,6-diamine",octanol,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,-19.171,10.1021/acs.est.2c06170
phenmedipham,[3-(methoxycarbonylamino)phenyl] N-(3-methylphenyl)carbamate,octanol,CC1=CC(=CC=C1)NC(=O)OC2=CC=CC(=C2)NC(=O)OC,-18.284,10.1021/acs.est.2c06170
"phenol,-2,2-methylenebis-4-chloro-",4-chloro-2-[(5-chloro-2-hydroxyphenyl)methyl]phenol,octanol,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,-19.553,10.1021/acs.est.2c06170
phenothrin,"(3-phenoxyphenyl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",octanol,CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C,-15.965,10.1021/acs.est.2c06170
pinoxaden,"[8-(2,6-diethyl-4-methylphenyl)-7-oxo-1,2,4,5-tetrahydropyrazolo[1,2-d][1,4,5]oxadiazepin-9-yl] 2,2-dimethylpropanoate",octanol,CCC1=CC(=CC(=C1C2=C(N3CCOCCN3C2=O)OC(=O)C(C)(C)C)CC)C,-16.838,10.1021/acs.est.2c06170
pyridalyl,"2-[3-[2,6-dichloro-4-(3,3-dichloroprop-2-enoxy)phenoxy]propoxy]-5-(trifluoromethyl)pyridine",octanol,C1=CC(=NC=C1C(F)(F)F)OCCCOC2=C(C=C(C=C2Cl)OCC=C(Cl)Cl)Cl,-17.247,10.1021/acs.est.2c06170
pyrimidifen,"5-chloro-N-[2-[4-(2-ethoxyethyl)-2,3-dimethylphenoxy]ethyl]-6-ethylpyrimidin-4-amine",octanol,CCC1=C(C(=NC=N1)NCCOC2=C(C(=C(C=C2)CCOCC)C)C)Cl,-16.92,10.1021/acs.est.2c06170
siduron,1-(2-methylcyclohexyl)-3-phenylurea,octanol,CC1CCCCC1NC(=O)NC2=CC=CC=C2,-16.551,10.1021/acs.est.2c06170
sorbitol,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",octanol,C(C(C(C(C(CO)O)O)O)O)O,-20.386,10.1021/acs.est.2c06170
sulfometuron,"methyl 2-[(4,6-dimethylpyrimidin-2-yl)carbamoylsulfamoyl]benzoate",octanol,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C,-21.027,10.1021/acs.est.2c06170
syn-isopyrazam,"3-(difluoromethyl)-1-methyl-N-[(1S,8R,11R)-11-propan-2-yl-3-tricyclo[6.2.1.02,7]undeca-2(7),3,5-trienyl]pyrazole-4-carboxamide",octanol,CC(C)C1C2CCC1C3=C2C=CC=C3NC(=O)C4=CN(N=C4C(F)F)C,-19.035,10.1021/acs.est.2c06170
tebuconazole,"1-(4-chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol",octanol,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,-15.569,10.1021/acs.est.2c06170
tembotrione,"2-[2-chloro-4-methylsulfonyl-3-(2,2,2-trifluoroethoxymethyl)benzoyl]cyclohexane-1,3-dione",octanol,CS(=O)(=O)C1=C(C(=C(C=C1)C(=O)C2C(=O)CCCC2=O)Cl)COCC(F)(F)F,-17.015,10.1021/acs.est.2c06170
temephos,[4-(4-dimethoxyphosphinothioyloxyphenyl)sulfanylphenoxy]-dimethoxy-sulfanylidene-lambda5-phosphane,octanol,COP(=S)(OC)OC1=CC=C(C=C1)SC2=CC=C(C=C2)OP(=S)(OC)OC,-15.774,10.1021/acs.est.2c06170
tetrabromobisphenol-a,"2,6-dibromo-4-[2-(3,5-dibromo-4-hydroxyphenyl)propan-2-yl]phenol",octanol,CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br,-20.235,10.1021/acs.est.2c06170
thiabendazole,"4-(1H-benzimidazol-2-yl)-1,3-thiazole",octanol,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,-17.07,10.1021/acs.est.2c06170
thiacloprid,"[3-[(6-chloropyridin-3-yl)methyl]-1,3-thiazolidin-2-ylidene]cyanamide",octanol,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,-17.943,10.1021/acs.est.2c06170
thiamethoxam,"(NE)-N-[3-[(2-chloro-1,3-thiazol-5-yl)methyl]-5-methyl-1,3,5-oxadiazinan-4-ylidene]nitramide",octanol,CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl,-16.401,10.1021/acs.est.2c06170
thifluzamide,"N-[2,6-dibromo-4-(trifluoromethoxy)phenyl]-2-methyl-4-(trifluoromethyl)-1,3-thiazole-5-carboxamide",octanol,CC1=NC(=C(S1)C(=O)NC2=C(C=C(C=C2Br)OC(F)(F)F)Br)C(F)(F)F,-18.284,10.1021/acs.est.2c06170
tiadinil,N-(3-chloro-4-methylphenyl)-4-methylthiadiazole-5-carboxamide,octanol,CC1=C(C=C(C=C1)NC(=O)C2=C(N=NS2)C)Cl,-15.801,10.1021/acs.est.2c06170
tralkoxydim,"2-[(E)-N-ethoxy-C-ethylcarbonimidoyl]-3-hydroxy-5-(2,4,6-trimethylphenyl)cyclohex-2-en-1-one",octanol,CCC(=NOCC)C1=C(CC(CC1=O)C2=C(C=C(C=C2C)C)C)O,-16.224,10.1021/acs.est.2c06170
tralomethrin,"[cyano-(3-phenoxyphenyl)methyl] 2,2-dimethyl-3-(1,2,2,2-tetrabromoethyl)cyclopropane-1-carboxylate",octanol,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C(C(Br)(Br)Br)Br)C,-17.343,10.1021/acs.est.2c06170
triasulfuron,"1-[2-(2-chloroethoxy)phenyl]sulfonyl-3-(4-methoxy-6-methyl-1,3,5-triazin-2-yl)urea",octanol,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2OCCCl,-18.38,10.1021/acs.est.2c06170
"tris-2,3-dibromopropyl-phosphate","tris(2,3-dibromopropyl) phosphate",octanol,C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br ,-18.421,10.1021/acs.est.2c06170
tris2-propan-2-ylphenyl-phosphate,tris(2-propan-2-ylphenyl) phosphate,octanol,CC(C)C1=CC=CC=C1OP(=O)(OC2=CC=CC=C2C(C)C)OC3=CC=CC=C3C(C)C,-16.074,10.1021/acs.est.2c06170
valifenalate,methyl 3-(4-chlorophenyl)-3-[[(2S)-3-methyl-2-(propan-2-yloxycarbonylamino)butanoyl]amino]propanoate,octanol,CC(C)C(C(=O)NC(CC(=O)OC)C1=CC=C(C=C1)Cl)NC(=O)OC(C)C,-15.869,10.1021/acs.est.2c06170
3-1ftoh,"2,2,3,3,4,4,4-heptafluorobutan-1-ol",water,C(C(C(C(F)(F)F)(F)F)(F)F)O,-2.579,10.1021/acs.est.3c02545 
3-3ftoh,"4,4,5,5,6,6,6-heptafluorohexan-1-ol",water,C(CC(C(C(F)(F)F)(F)F)(F)F)CO,-2.961,10.1021/acs.est.3c02545 
4-2fti,"1,1,1,2,2,3,3,4,4-nonafluoro-6-iodohexane",water,C(CI)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,2.183,10.1021/acs.est.3c02545 
4-2ftma,"3,3,4,4,5,5,6,6,6-nonafluoro-1-hexanol",water,CCC(=C)C(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.846,10.1021/acs.est.3c02545 
4-2ftoh,"3,3,4,4,5,5,6,6,6-nonafluorohexan-1-ol",water,FC(F)(C(F)(F)CCO)C(F)(F)C(F)(F)F,-2.142,10.1021/acs.est.3c02545 
4-4ftoh,"5,5,6,6,7,7,8,8,8-nonafluorooctan-1-ol",water,C(CCO)CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-2.688,10.1021/acs.est.3c02545 
5-2sftoh,"3,3,4,4,5,5,6,6,7,7,7-undecafluoroheptan-2-ol",water,CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,-0.205,10.1021/acs.est.3c02545 
6-1fti,"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-7-iodoheptane",water,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I,3.111,10.1021/acs.est.3c02545 
6-1fti-7h,"1,1,2,2,3,3,4,4,5,5,6,6-dodecafluoro-7-iodoheptane",water,C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I,0.955,10.1021/acs.est.3c02545 
6-2fta,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl but-2-enoate",water,CC=CC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1.733,10.1021/acs.est.3c02545 
6-2ftoh,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",water,C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-0.873,10.1021/acs.est.3c02545 
7-1ftoh,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctan-1-ol",water,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,-0.355,10.1021/acs.est.3c02545 
8-2ftoh,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecan-1-ol",water,C(CO)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.15,10.1021/acs.est.3c02545 
etfhxsa,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonamide",water,FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC,-2.156,10.1021/acs.est.3c02545 
etfhxse,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-(2-hydroxyethyl)hexane-1-sulfonamide",water,FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CCO)CC,-4.121,10.1021/acs.est.3c02545 
mefbsa,"1,1,2,2,3,3,4,4,4-nonafluoro-N-methylbutane-1-sulfonamide",water,CNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-3.889,10.1021/acs.est.3c02545 
mefbse,"1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-hydroxyethyl)-N-methylbutane-1-sulfonamide",water,CN(CCO)S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-5.936,10.1021/acs.est.3c02545 
mefhxsa,"1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-methylhexane-1-sulfonamide",water,FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NC,-2.743,10.1021/acs.est.3c02545 
pfbsa,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide",water,FC(F)(C(F)(F)S(N)(=O)=O)C(F)(F)C(F)(F)F,-6.672,10.1021/acs.est.3c02545 
pfhxsa,"1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonamide",water,C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,-5.376,10.1021/acs.est.3c02545 
pfosa,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",water,C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-4.148,10.1021/acs.est.3c02545 
"1,1-dimethyl-3,3,4,4,5,5-hexabromo-2,2-bipyrrole","2,3,4-tribromo-1-methyl-5-(3,4,5-tribromo-1-methylpyrrol-2-yl)pyrrole",water,CN1C(=C(C(=C1Br)Br)Br)C2=C(C(=C(N2C)Br)Br)Br,-8.31,10.3390/liquids4010011
"1,1-dimethyl-3,3,4,4,5,5-hexabromo-2,2-bipyrrole","2,3,4-tribromo-1-methyl-5-(3,4,5-tribromo-1-methylpyrrol-2-yl)pyrrole",octanol,CN1C(=C(C(=C1Br)Br)Br)C2=C(C(=C(N2C)Br)Br)Br,-15.774,10.3390/liquids4010011
"1,2,3,4,5-pentabromo-6-ethylbenzene","1,2,3,4,5-pentabromo-6-ethylbenzene",octanol,CCC1=C(C(=C(C(=C1Br)Br)Br)Br)Br,-12.635,10.3390/liquids4010011
"2-ethylhexyl-2,3,4,5-tetrabromobenzoate","2-ethylhexyl 2,3,4,5-tetrabromobenzoate",octanol,CCCCC(CC)COC(=O)C1=CC(=C(C(=C1Br)Br)Br)Br,-14.232,10.3390/liquids4010011
"2,2,4,5,6-pentabromobiphenyl","1,3,5-tribromo-2-(2,5-dibromophenyl)benzene",octanol,C1=CC(=C(C=C1Br)C2=C(C=C(C=C2Br)Br)Br)Br,-14.273,10.3390/liquids4010011
"2,3,7,8-tetrabromodibenzo-p-dioxin","2,3,7,8-tetrabromodibenzo-p-dioxin",water,C1=C2C(=CC(=C1Br)Br)OC3=CC(=C(C=C3O2)Br)Br,-5.277,10.3390/liquids4010011
"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl-prop-2-enoate","3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl prop-2-enoate",octanol,C=CC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-6.372,10.3390/liquids4010011
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecan-1-ol","3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecan-1-ol",octanol,C(CO)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-7.587,10.3390/liquids4010011
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl-prop-2-enoate","3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl prop-2-enoate",octanol,C=CC(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-7.286,10.3390/liquids4010011
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecan-1-ol","3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecan-1-ol",octanol,C(CO)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-7.791,10.3390/liquids4010011
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecyl-prop-2-enoate","3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecyl prop-2-enoate",octanol,C=CC(=O)OCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-7.75,10.3390/liquids4010011
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecan-1-ol","3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecan-1-ol",octanol,C(CO)C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-8.405,10.3390/liquids4010011
"6-hydroxy-2,2,3,4,4-pentabromodiphenylether","3,4,5-tribromo-2-(2,4-dibromophenoxy)phenol",octanol,C1=CC(=C(C=C1Br)Br)OC2=C(C(=C(C=C2O)Br)Br)Br,-16.306,10.3390/liquids4010011
abate,[4-(4-dimethoxyphosphinothioyloxyphenyl)sulfanylphenoxy]-dimethoxy-sulfanylidene-lambda5-phosphane,water,COP(=S)(OC)OC1=CC=C(C=C1)SC2=CC=C(C=C2)OP(=S)(OC)OC,-7.45,10.3390/liquids4010011
abate,[4-(4-dimethoxyphosphinothioyloxyphenyl)sulfanylphenoxy]-dimethoxy-sulfanylidene-lambda5-phosphane,octanol,COP(=S)(OC)OC1=CC=C(C=C1)SC2=CC=C(C=C2)OP(=S)(OC)OC,-15.774,10.3390/liquids4010011
acticin,"(3-phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",water,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,-7.437,10.3390/liquids4010011
acticin,"(3-phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",octanol,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,-16.633,10.3390/liquids4010011
benzoximate,"[C-(3-chloro-2,6-dimethoxyphenyl)-N-ethoxycarbonimidoyl] benzoate",water,CCON=C(C1=C(C=CC(=C1OC)Cl)OC)OC(=O)C2=CC=CC=C2,-7.723,10.3390/liquids4010011
benzoximate,"[C-(3-chloro-2,6-dimethoxyphenyl)-N-ethoxycarbonimidoyl] benzoate",octanol,CCON=C(C1=C(C=CC(=C1OC)Cl)OC)OC(=O)C2=CC=CC=C2,-12.649,10.3390/liquids4010011
bitertanol,"3,3-dimethyl-1-(4-phenylphenoxy)-1-(1,2,4-triazol-1-yl)butan-2-ol",water,CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O,-14.286,10.3390/liquids4010011
bitertanol,"3,3-dimethyl-1-(4-phenylphenoxy)-1-(1,2,4-triazol-1-yl)butan-2-ol",octanol,CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O,-19.417,10.3390/liquids4010011
bixafen,"N-[2-(3,4-dichlorophenyl)-4-fluorophenyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide",water,CN1C=C(C(=N1)C(F)F)C(=O)NC2=C(C=C(C=C2)F)C3=CC(=C(C=C3)Cl)Cl,-10.165,10.3390/liquids4010011
brofenprox,1-[bromo(difluoro)methoxy]-4-[2-methyl-1-[(3-phenoxyphenyl)methoxy]propan-2-yl]benzene,octanol,CC(C)(COCC1=CC(=CC=C1)OC2=CC=CC=C2)C3=CC=C(C=C3)OC(F)(F)Br,-17.575,10.3390/liquids4010011
carfentrazone-ethyl,"ethyl 2-chloro-3-[2-chloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-1,2,4-triazol-1-yl]-4-fluorophenyl]propanoate",water,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl,-9.442,10.3390/liquids4010011
carfentrazone-ethyl,"ethyl 2-chloro-3-[2-chloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-1,2,4-triazol-1-yl]-4-fluorophenyl]propanoate",octanol,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl,-13.768,10.3390/liquids4010011
chlorophacinone,"2-[2-(4-chlorophenyl)-2-phenylacetyl]indene-1,3-dione",water,C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)C(=O)C3C(=O)C4=CC=CC=C4C3=O,-13.468,10.3390/liquids4010011
cyfluthrin,"[cyano-(4-fluoro-3-phenoxyphenyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",water,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,-7.396,10.3390/liquids4010011
cyfluthrin,"[cyano-(4-fluoro-3-phenoxyphenyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",octanol,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,-15.951,10.3390/liquids4010011
cyhalofop-butyl,butyl 2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propanoate,water,CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)C#N)F,-8.296,10.3390/liquids4010011
cymperator,"[cyano-(3-phenoxyphenyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",water,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,-7.014,10.3390/liquids4010011
cymperator,"[cyano-(3-phenoxyphenyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",octanol,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,-15.514,10.3390/liquids4010011
diclosulam,"N-(2,6-dichlorophenyl)-5-ethoxy-7-fluoro-[1,2,4]triazolo[1,5-c]pyrimidine-2-sulfonamide",water,CCOC1=NC(=CC2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3Cl)Cl)F,-18.83,10.3390/liquids4010011
diphenyl-2-ethylhexyl-phosphate,2-ethylhexyl diphenyl phosphate,water,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,-4.899,10.3390/liquids4010011
diphenyl-2-ethylhexyl-phosphate,2-ethylhexyl diphenyl phosphate,octanol,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,-14.409,10.3390/liquids4010011
fenoxaprop-p-ethyl,"ethyl 2-[4-[(6-chloro-1,3-benzoxazol-2-yl)oxy]phenoxy]propanoate",octanol,CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl,-14.6,10.3390/liquids4010011
fipronil,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethylsulfinyl)pyrazole-3-carbonitrile",water,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,-10.2,10.5194/acp-23-10901-2023
fipronil,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethylsulfinyl)pyrazole-3-carbonitrile",octanol,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,-14.518,10.3390/liquids4010011
flamprop-m-isopropyl,propan-2-yl 2-(N-benzoyl-3-chloro-4-fluoroanilino)propanoate,octanol,CC(C)OC(=O)C(C)N(C1=CC(=C(C=C1)F)Cl)C(=O)C2=CC=CC=C2,-13.249,10.3390/liquids4010011
fluacrypyrim,methyl 3-methoxy-2-[2-[[2-propan-2-yloxy-6-(trifluoromethyl)pyrimidin-4-yl]oxymethyl]phenyl]prop-2-enoate,water,CC(C)OC1=NC(=CC(=N1)OCC2=CC=CC=C2C(=COC)C(=O)OC)C(F)(F)F,-7.778,10.3390/liquids4010011
fluacrypyrim,methyl 3-methoxy-2-[2-[[2-propan-2-yloxy-6-(trifluoromethyl)pyrimidin-4-yl]oxymethyl]phenyl]prop-2-enoate,octanol,CC(C)OC1=NC(=CC(=N1)OCC2=CC=CC=C2C(=COC)C(=O)OC)C(F)(F)F,-13.85,10.3390/liquids4010011
fluazifop-butyl,butyl 2-[4-[5-(trifluoromethyl)pyridin-2-yl]oxyphenoxy]propanoate,water,CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F,-7.3,10.3390/liquids4010011
fluazifop-butyl,butyl 2-[4-[5-(trifluoromethyl)pyridin-2-yl]oxyphenoxy]propanoate,octanol,CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F,-14.054,10.3390/liquids4010011
flubenzimine,"2-N,3-diphenyl-4-N,5-N-bis(trifluoromethyl)-1,3-thiazolidine-2,4,5-triimine",water,C1=CC=C(C=C1)N=C2N(C(=NC(F)(F)F)C(=NC(F)(F)F)S2)C3=CC=CC=C3,-5.076,10.3390/liquids4010011
fluopyram,N-[2-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]ethyl]-2-(trifluoromethyl)benzamide,octanol,C1=CC=C(C(=C1)C(=O)NCCC2=C(C=C(C=N2)C(F)(F)F)Cl)C(F)(F)F,-14.996,10.3390/liquids4010011
flusulfamide,4-chloro-N-(2-chloro-4-nitrophenyl)-3-(trifluoromethyl)benzenesulfonamide,water,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NS(=O)(=O)C2=CC(=C(C=C2)Cl)C(F)(F)F,-9.551,10.3390/liquids4010011
flusulfamide,4-chloro-N-(2-chloro-4-nitrophenyl)-3-(trifluoromethyl)benzenesulfonamide,octanol,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NS(=O)(=O)C2=CC(=C(C=C2)Cl)C(F)(F)F,-14.655,10.3390/liquids4010011
flutianil,"2-[2-fluoro-5-(trifluoromethyl)phenyl]sulfanyl-2-[3-(2-methoxyphenyl)-1,3-thiazolidin-2-ylidene]acetonitrile",water,COC1=CC=CC=C1N2CCSC2=C(C#N)SC3=C(C=CC(=C3)C(F)(F)F)F,-7.164,10.3390/liquids4010011
furconazole,"1-[[2-(2,4-dichlorophenyl)-5-(2,2,2-trifluoroethoxy)oxolan-2-yl]methyl]-1,2,4-triazole",water,C1CC(OC1OCC(F)(F)F)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,-9.497,10.3390/liquids4010011
haloxyfop-p-methyl,methyl 2-[4-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]oxyphenoxy]propanoate,octanol,CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,-12.676,10.3390/liquids4010011
isopropazol,propan-2-yl 5-[4-bromo-1-methyl-5-(trifluoromethyl)pyrazol-3-yl]-2-chloro-4-fluorobenzoate,water,CC(C)OC(=O)C1=C(C=C(C(=C1)C2=NN(C(=C2Br)C(F)(F)F)C)F)Cl,-5.622,10.3390/liquids4010011
isopropazol,propan-2-yl 5-[4-bromo-1-methyl-5-(trifluoromethyl)pyrazol-3-yl]-2-chloro-4-fluorobenzoate,octanol,CC(C)OC(=O)C1=C(C=C(C(=C1)C2=NN(C(=C2Br)C(F)(F)F)C)F)Cl,-13.195,10.3390/liquids4010011
kappa-bifenthrin,"(2-methyl-3-phenylphenyl)methyl 3-(2-chloro-3,3,3-trifluoroprop-1-enyl)-2,2-dimethylcyclopropane-1-carboxylate",water,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,-5.99,10.3390/liquids4010011
kappa-tefluthrin,"(2,3,5,6-tetrafluoro-4-methylphenyl)methyl 3-(2-chloro-3,3,3-trifluoroprop-1-enyl)-2,2-dimethylcyclopropane-1-carboxylate",water,CC1=C(C(=C(C(=C1F)F)COC(=O)C2C(C2(C)C)C=C(C(F)(F)F)Cl)F)F,-1.364,10.3390/liquids4010011
